,Unnamed: 0,Country,Year,Month,Pollutant,GHG,Element,Temperature
9184,9262,Germany,2005,September,Carbon dioxide,866388.5490000001,Temperature change,1.835
9186,9264,Germany,2005,October,Carbon dioxide,866388.5490000001,Temperature change,2.5380000000000003
9188,9266,Germany,2005,November,Carbon dioxide,866388.5490000001,Temperature change,0.28600000000000003
9190,9268,Germany,2005,December,Carbon dioxide,866388.5490000001,Temperature change,0.036000000000000004
9192,9270,Germany,2006,January,Carbon dioxide,877997.391,Temperature change,-1.545
9194,9272,Germany,2006,February,Carbon dioxide,877997.391,Temperature change,-0.297
9196,9274,Germany,2006,March,Carbon dioxide,877997.391,Temperature change,-1.695
9198,9276,Germany,2006,April,Carbon dioxide,877997.391,Temperature change,0.924
9200,9278,Germany,2006,May,Carbon dioxide,877997.391,Temperature change,1.311
9202,9280,Germany,2006,June,Carbon dioxide,877997.391,Temperature change,1.3969999999999998
9204,9282,Germany,2006,July,Carbon dioxide,877997.391,Temperature change,5.107
9206,9284,Germany,2006,August,Carbon dioxide,877997.391,Temperature change,-0.426
9208,9286,Germany,2006,September,Carbon dioxide,877997.391,Temperature change,3.6860000000000004
9210,9288,Germany,2006,October,Carbon dioxide,877997.391,Temperature change,3.4589999999999996
9212,9290,Germany,2006,November,Carbon dioxide,877997.391,Temperature change,3.08
9214,9292,Germany,2006,December,Carbon dioxide,877997.391,Temperature change,3.7569999999999997
9216,9294,Germany,2007,January,Carbon dioxide,851383.305,Temperature change,5.404
9218,9296,Germany,2007,February,Carbon dioxide,851383.305,Temperature change,3.9589999999999996
9220,9298,Germany,2007,March,Carbon dioxide,851383.305,Temperature change,2.968
9222,9300,Germany,2007,April,Carbon dioxide,851383.305,Temperature change,4.17
9224,9302,Germany,2007,May,Carbon dioxide,851383.305,Temperature change,2.316
9226,9304,Germany,2007,June,Carbon dioxide,851383.305,Temperature change,2.3080000000000003
9228,9306,Germany,2007,July,Carbon dioxide,851383.305,Temperature change,0.713
9230,9308,Germany,2007,August,Carbon dioxide,851383.305,Temperature change,0.628
9232,9310,Germany,2007,September,Carbon dioxide,851383.305,Temperature change,-0.652
9234,9312,Germany,2007,October,Carbon dioxide,851383.305,Temperature change,-0.326
9236,9314,Germany,2007,November,Carbon dioxide,851383.305,Temperature change,-0.212
9238,9316,Germany,2007,December,Carbon dioxide,851383.305,Temperature change,0.958
9240,9318,Germany,2008,January,Carbon dioxide,854706.334,Temperature change,4.368
9242,9320,Germany,2008,February,Carbon dioxide,854706.334,Temperature change,3.8139999999999996
9244,9322,Germany,2008,March,Carbon dioxide,854706.334,Temperature change,1.011
9246,9324,Germany,2008,April,Carbon dioxide,854706.334,Temperature change,0.516
9248,9326,Germany,2008,May,Carbon dioxide,854706.334,Temperature change,2.641
9250,9328,Germany,2008,June,Carbon dioxide,854706.334,Temperature change,1.71
9252,9330,Germany,2008,July,Carbon dioxide,854706.334,Temperature change,1.446
9254,9332,Germany,2008,August,Carbon dioxide,854706.334,Temperature change,1.175
9256,9334,Germany,2008,September,Carbon dioxide,854706.334,Temperature change,-0.762
9258,9336,Germany,2008,October,Carbon dioxide,854706.334,Temperature change,0.425
9260,9338,Germany,2008,November,Carbon dioxide,854706.334,Temperature change,1.1640000000000001
9262,9340,Germany,2008,December,Carbon dioxide,854706.334,Temperature change,0.457
9264,9342,Germany,2009,January,Carbon dioxide,790195.7170000002,Temperature change,-1.1179999999999999
9266,9344,Germany,2009,February,Carbon dioxide,790195.7170000002,Temperature change,0.518
9268,9346,Germany,2009,March,Carbon dioxide,790195.7170000002,Temperature change,1.028
9270,9348,Germany,2009,April,Carbon dioxide,790195.7170000002,Temperature change,4.448
9272,9350,Germany,2009,May,Carbon dioxide,790195.7170000002,Temperature change,1.915
9274,9352,Germany,2009,June,Carbon dioxide,790195.7170000002,Temperature change,-0.22699999999999998
9276,9354,Germany,2009,July,Carbon dioxide,790195.7170000002,Temperature change,1.5290000000000001
9278,9356,Germany,2009,August,Carbon dioxide,790195.7170000002,Temperature change,2.35
9280,9358,Germany,2009,September,Carbon dioxide,790195.7170000002,Temperature change,1.57
9282,9360,Germany,2009,October,Carbon dioxide,790195.7170000002,Temperature change,-0.539
9284,9362,Germany,2009,November,Carbon dioxide,790195.7170000002,Temperature change,3.411
9286,9364,Germany,2009,December,Carbon dioxide,790195.7170000002,Temperature change,-0.34700000000000003
9288,9366,Germany,2010,January,Carbon dioxide,832669.735,Temperature change,-2.7539999999999996
9290,9368,Germany,2010,February,Carbon dioxide,832669.735,Temperature change,-0.475
9292,9370,Germany,2010,March,Carbon dioxide,832669.735,Temperature change,0.941
9294,9372,Germany,2010,April,Carbon dioxide,832669.735,Temperature change,1.439
9296,9374,Germany,2010,May,Carbon dioxide,832669.735,Temperature change,-1.06
9298,9376,Germany,2010,June,Carbon dioxide,832669.735,Temperature change,0.981
9300,9378,Germany,2010,July,Carbon dioxide,832669.735,Temperature change,3.5060000000000002
9302,9380,Germany,2010,August,Carbon dioxide,832669.735,Temperature change,0.556
9304,9382,Germany,2010,September,Carbon dioxide,832669.735,Temperature change,-0.7829999999999999
9306,9384,Germany,2010,October,Carbon dioxide,832669.735,Temperature change,-0.5
9308,9386,Germany,2010,November,Carbon dioxide,832669.735,Temperature change,0.797
9310,9388,Germany,2010,December,Carbon dioxide,832669.735,Temperature change,-4.266
9312,9390,Germany,2011,January,Carbon dioxide,809426.95,Temperature change,1.766
9314,9392,Germany,2011,February,Carbon dioxide,809426.95,Temperature change,1.0859999999999999
9316,9394,Germany,2011,March,Carbon dioxide,809426.95,Temperature change,1.81
9318,9396,Germany,2011,April,Carbon dioxide,809426.95,Temperature change,4.303999999999999
9320,9398,Germany,2011,May,Carbon dioxide,809426.95,Temperature change,2.084
9322,9400,Germany,2011,June,Carbon dioxide,809426.95,Temperature change,1.4180000000000001
9324,9402,Germany,2011,July,Carbon dioxide,809426.95,Temperature change,-0.38
9326,9404,Germany,2011,August,Carbon dioxide,809426.95,Temperature change,1.608
9328,9406,Germany,2011,September,Carbon dioxide,809426.95,Temperature change,2.075
9330,9408,Germany,2011,October,Carbon dioxide,809426.95,Temperature change,0.847
9332,9410,Germany,2011,November,Carbon dioxide,809426.95,Temperature change,1.068
9334,9412,Germany,2011,December,Carbon dioxide,809426.95,Temperature change,3.217
9336,9414,Germany,2012,January,Carbon dioxide,813893.1209999998,Temperature change,2.779
9338,9416,Germany,2012,February,Carbon dioxide,813893.1209999998,Temperature change,-2.544
9340,9418,Germany,2012,March,Carbon dioxide,813893.1209999998,Temperature change,3.7510000000000003
9342,9420,Germany,2012,April,Carbon dioxide,813893.1209999998,Temperature change,0.925
9344,9422,Germany,2012,May,Carbon dioxide,813893.1209999998,Temperature change,2.377
9346,9424,Germany,2012,June,Carbon dioxide,813893.1209999998,Temperature change,0.44799999999999995
9348,9426,Germany,2012,July,Carbon dioxide,813893.1209999998,Temperature change,0.914
9350,9428,Germany,2012,August,Carbon dioxide,813893.1209999998,Temperature change,2.188
9352,9430,Germany,2012,September,Carbon dioxide,813893.1209999998,Temperature change,0.474
9354,9432,Germany,2012,October,Carbon dioxide,813893.1209999998,Temperature change,0.204
9356,9434,Germany,2012,November,Carbon dioxide,813893.1209999998,Temperature change,1.4269999999999998
9358,9436,Germany,2012,December,Carbon dioxide,813893.1209999998,Temperature change,0.737
9360,9438,Germany,2013,January,Carbon dioxide,831316.2790000002,Temperature change,0.9640000000000001
9362,9440,Germany,2013,February,Carbon dioxide,831316.2790000002,Temperature change,-0.721
9364,9442,Germany,2013,March,Carbon dioxide,831316.2790000002,Temperature change,-2.823
9366,9444,Germany,2013,April,Carbon dioxide,831316.2790000002,Temperature change,0.94
9368,9446,Germany,2013,May,Carbon dioxide,831316.2790000002,Temperature change,0.172
9370,9448,Germany,2013,June,Carbon dioxide,831316.2790000002,Temperature change,0.42100000000000004
9372,9450,Germany,2013,July,Carbon dioxide,831316.2790000002,Temperature change,2.747
9374,9452,Germany,2013,August,Carbon dioxide,831316.2790000002,Temperature change,1.703
9376,9454,Germany,2013,September,Carbon dioxide,831316.2790000002,Temperature change,0.121
9378,9456,Germany,2013,October,Carbon dioxide,831316.2790000002,Temperature change,1.922
9380,9458,Germany,2013,November,Carbon dioxide,831316.2790000002,Temperature change,0.7709999999999999
9382,9460,Germany,2013,December,Carbon dioxide,831316.2790000002,Temperature change,2.969
9384,9462,Germany,2014,January,Carbon dioxide,792684.8740000002,Temperature change,3.145
9386,9464,Germany,2014,February,Carbon dioxide,792684.8740000002,Temperature change,4.374
9388,9466,Germany,2014,March,Carbon dioxide,792684.8740000002,Temperature change,3.944
9390,9468,Germany,2014,April,Carbon dioxide,792684.8740000002,Temperature change,3.608
9392,9470,Germany,2014,May,Carbon dioxide,792684.8740000002,Temperature change,0.773
9394,9472,Germany,2014,June,Carbon dioxide,792684.8740000002,Temperature change,0.973
9396,9474,Germany,2014,July,Carbon dioxide,792684.8740000002,Temperature change,2.7539999999999996
9398,9476,Germany,2014,August,Carbon dioxide,792684.8740000002,Temperature change,-0.141
9400,9478,Germany,2014,September,Carbon dioxide,792684.8740000002,Temperature change,1.77
9402,9480,Germany,2014,October,Carbon dioxide,792684.8740000002,Temperature change,3.198
9404,9482,Germany,2014,November,Carbon dioxide,792684.8740000002,Temperature change,2.826
9406,9484,Germany,2014,December,Carbon dioxide,792684.8740000002,Temperature change,1.949
9408,9486,Germany,2015,January,Carbon dioxide,795816.359,Temperature change,2.952
9410,9488,Germany,2015,February,Carbon dioxide,795816.359,Temperature change,0.9670000000000001
9412,9490,Germany,2015,March,Carbon dioxide,795816.359,Temperature change,2.074
9414,9492,Germany,2015,April,Carbon dioxide,795816.359,Temperature change,1.2309999999999999
9416,9494,Germany,2015,May,Carbon dioxide,795816.359,Temperature change,0.589
9418,9496,Germany,2015,June,Carbon dioxide,795816.359,Temperature change,0.613
9420,9498,Germany,2015,July,Carbon dioxide,795816.359,Temperature change,2.7680000000000002
9422,9500,Germany,2015,August,Carbon dioxide,795816.359,Temperature change,3.562
9424,9502,Germany,2015,September,Carbon dioxide,795816.359,Temperature change,-0.105
9426,9504,Germany,2015,October,Carbon dioxide,795816.359,Temperature change,-0.198
9428,9506,Germany,2015,November,Carbon dioxide,795816.359,Temperature change,3.653
9430,9508,Germany,2015,December,Carbon dioxide,795816.359,Temperature change,5.8389999999999995
9432,9510,Germany,2016,January,Carbon dioxide,800510.288,Temperature change,1.8259999999999998
9434,9512,Germany,2016,February,Carbon dioxide,800510.288,Temperature change,3.3569999999999998
9436,9514,Germany,2016,March,Carbon dioxide,800510.288,Temperature change,0.9490000000000001
9438,9516,Germany,2016,April,Carbon dioxide,800510.288,Temperature change,0.9059999999999999
9440,9518,Germany,2016,May,Carbon dioxide,800510.288,Temperature change,1.9369999999999998
9442,9520,Germany,2016,June,Carbon dioxide,800510.288,Temperature change,1.929
9444,9522,Germany,2016,July,Carbon dioxide,800510.288,Temperature change,2.01
9446,9524,Germany,2016,August,Carbon dioxide,800510.288,Temperature change,1.506
9448,9526,Germany,2016,September,Carbon dioxide,800510.288,Temperature change,3.741
9450,9528,Germany,2016,October,Carbon dioxide,800510.288,Temperature change,-0.267
9452,9530,Germany,2016,November,Carbon dioxide,800510.288,Temperature change,0.08900000000000001
9454,9532,Germany,2016,December,Carbon dioxide,800510.288,Temperature change,1.8
9456,9534,Germany,2017,January,Carbon dioxide,786654.551,Temperature change,-0.985
9458,9536,Germany,2017,February,Carbon dioxide,786654.551,Temperature change,3.0260000000000002
9460,9538,Germany,2017,March,Carbon dioxide,786654.551,Temperature change,4.041
9462,9540,Germany,2017,April,Carbon dioxide,786654.551,Temperature change,0.34299999999999997
9464,9542,Germany,2017,May,Carbon dioxide,786654.551,Temperature change,2.405
9466,9544,Germany,2017,June,Carbon dioxide,786654.551,Temperature change,2.605
9468,9546,Germany,2017,July,Carbon dioxide,786654.551,Temperature change,1.55
9470,9548,Germany,2017,August,Carbon dioxide,786654.551,Temperature change,1.6880000000000002
9472,9550,Germany,2017,September,Carbon dioxide,786654.551,Temperature change,-0.289
9474,9552,Germany,2017,October,Carbon dioxide,786654.551,Temperature change,2.461
9476,9554,Germany,2017,November,Carbon dioxide,786654.551,Temperature change,1.161
9478,9556,Germany,2017,December,Carbon dioxide,786654.551,Temperature change,1.9280000000000002
9480,9558,Germany,2018,January,Carbon dioxide,755362.3420000002,Temperature change,4.4510000000000005
9482,9560,Germany,2018,February,Carbon dioxide,755362.3420000002,Temperature change,-1.6880000000000002
9484,9562,Germany,2018,March,Carbon dioxide,755362.3420000002,Temperature change,-0.7879999999999999
9486,9564,Germany,2018,April,Carbon dioxide,755362.3420000002,Temperature change,4.953
9488,9566,Germany,2018,May,Carbon dioxide,755362.3420000002,Temperature change,4.2589999999999995
9490,9568,Germany,2018,June,Carbon dioxide,755362.3420000002,Temperature change,2.593
9492,9570,Germany,2018,July,Carbon dioxide,755362.3420000002,Temperature change,3.55
9494,9572,Germany,2018,August,Carbon dioxide,755362.3420000002,Temperature change,3.556
9496,9574,Germany,2018,September,Carbon dioxide,755362.3420000002,Temperature change,2.048
9498,9576,Germany,2018,October,Carbon dioxide,755362.3420000002,Temperature change,2.262
9500,9578,Germany,2018,November,Carbon dioxide,755362.3420000002,Temperature change,1.591
9502,9580,Germany,2018,December,Carbon dioxide,755362.3420000002,Temperature change,3.095
9504,9582,Germany,1990,January,Methane,121192.505,Temperature change,3.1510000000000002
9506,9584,Germany,1990,February,Methane,121192.505,Temperature change,5.707999999999999
9508,9586,Germany,1990,March,Methane,121192.505,Temperature change,3.705
9510,9588,Germany,1990,April,Methane,121192.505,Temperature change,0.222
9512,9590,Germany,1990,May,Methane,121192.505,Temperature change,1.854
9514,9592,Germany,1990,June,Methane,121192.505,Temperature change,-0.032
9516,9594,Germany,1990,July,Methane,121192.505,Temperature change,-0.132
9518,9596,Germany,1990,August,Methane,121192.505,Temperature change,1.9580000000000002
9520,9598,Germany,1990,September,Methane,121192.505,Temperature change,-1.3559999999999999
9522,9600,Germany,1990,October,Methane,121192.505,Temperature change,1.621
9524,9602,Germany,1990,November,Methane,121192.505,Temperature change,0.493
